Cell ID,mito count per cell
32237,5
25927,5
32946,5
908,5
5858,5
31966,5
25014,5
32379,5
35638,5
52586,5
25028,5
4905,5
13939,5
33747,5
43408,5
33661,5
41831,5
51844,5
13609,5
39006,5
48245,5
36758,5
54260,5
29015,5
48871,5
33685,5
5848,5
10950,5
32690,5
1448,5
19577,5
51685,5
44605,5
11334,5
6906,5
33594,5
39474,5
32113,5
38021,5
32232,5
19396,5
37062,5
40614,5
38187,5
31901,5
6564,5
20572,5
28607,5
31577,5
10009,5
53934,5
44492,5
45934,5
38616,5
3935,5
53750,5
33874,5
32706,5
30432,5
7154,5
26415,5
27385,5
48344,5
19554,5
40649,5
26517,5
23452,5
33425,5
19671,5
48268,5
42556,5
48982,5
27943,5
24551,5
33966,5
39931,5
48296,5
20479,5
53080,5
23131,5
4757,5
31689,5
16524,5
4310,5
4042,5
37701,5
39886,5
45713,5
17527,5
47944,5
26608,5
49982,5
42418,5
48067,5
52172,5
27647,5
3297,5
29425,5
2476,5
50958,5
40658,5
28585,5
6111,5
42444,5
46157,5
9129,5
9803,5
34018,5
31339,5
32351,5
32479,5
53025,5
32602,5
15858,5
22413,5
29091,5
53770,5
51207,5
34760,5
45013,5
45758,5
35317,5
39925,5
53199,5
38694,5
35123,5
21377,5
10480,5
45869,5
29529,5
47010,5
21651,5
26298,5
33761,5
43556,5
45726,5
39186,5
20394,5
15953,5
29019,5
43281,5
40962,5
40146,5
36880,5
34318,5
36090,5
35903,5
31455,5
11028,5
43919,5
33145,5
48670,5
28543,5
37936,5
39063,5
20151,5
36291,5
35172,5
112,5
40823,5
32639,5
39758,5
27265,5
40583,5
31348,5
51778,5
30044,5
46574,5
52567,5
39513,5
51177,5
25782,5
19236,5
21292,5
19404,5
13188,5
1485,5
27228,5
32145,5
12629,5
5559,5
21538,5
44053,5
36086,5
40273,5
45936,5
27573,5
39202,5
21911,5
8993,5
51910,5
33023,5
52568,5
45789,5
45649,5
40188,5
19042,5
27866,5
50126,5
45500,5
42511,5
16927,5
20004,5
27760,4
9287,4
47491,4
26983,4
42777,4
40880,4
46849,4
45223,4
49993,4
52854,4
1312,4
49611,4
26506,4
51051,4
49645,4
19685,4
23255,4
29022,4
15551,4
34800,4
14623,4
31977,4
24247,4
46352,4
8293,4
28900,4
50546,4
50722,4
10396,4
39402,4
4676,4
39575,4
15938,4
34524,4
13053,4
5949,4
39561,4
28538,4
13842,4
1710,4
38218,4
7990,4
52123,4
23152,4
44183,4
53754,4
45452,4
35958,4
44095,4
30392,4
32146,4
22107,4
377,4
44515,4
41799,4
10210,4
34650,4
18775,4
50954,4
37546,4
29142,4
44226,4
28102,4
32842,4
32990,4
23183,4
33878,4
44426,4
31189,4
48654,4
26267,4
38831,4
46711,4
16253,4
34855,4
28800,4
51479,4
49173,4
21534,4
47069,4
50338,4
53491,4
28110,4
14403,4
26343,4
39387,4
39739,4
18694,4
27719,4
48264,4
14563,4
51433,4
47748,4
39977,4
21460,4
23568,4
22984,4
35020,4
48990,4
21305,4
37620,4
28556,4
16714,4
8574,4
51898,4
37684,4
17956,4
45821,4
905,4
44765,4
49179,4
33074,4
5022,4
6817,4
48506,4
44981,4
14054,4
31802,4
51603,4
49124,4
24246,4
53927,4
14543,4
41652,4
51976,4
48476,4
43622,4
9561,4
16598,4
26920,4
25818,4
51202,4
53755,4
24652,4
41393,4
47321,4
41837,4
16412,4
45086,4
19365,4
37785,4
40646,4
35888,4
54117,4
13603,4
51765,4
40557,4
48243,4
21996,4
46431,4
45160,4
22942,4
20716,4
27193,4
22733,4
23219,4
35432,4
16947,4
37582,4
37955,4
46786,4
51168,4
24346,4
34178,4
38453,4
28973,4
49178,4
25922,4
30468,4
32441,4
15308,4
51529,4
39537,4
34221,4
39536,4
51726,4
2133,4
47904,4
14502,4
35684,4
49572,4
37580,4
25802,4
10527,4
49997,4
52631,4
52478,4
34162,4
45752,4
25599,4
27838,4
17598,4
4369,4
32483,4
33486,4
20140,4
40022,4
44375,4
48655,4
34322,4
19604,4
42695,4
35565,4
34354,4
39594,4
45063,4
37116,4
19534,4
45475,4
47173,4
50623,4
8823,4
37817,4
29667,4
46089,4
31764,4
29484,4
48362,4
35726,4
45613,4
32583,4
20851,4
51955,4
32047,4
38002,4
35867,4
26167,4
28503,4
23045,4
40595,4
17617,4
25633,4
13969,4
34442,4
45859,4
4863,4
45114,4
48329,4
15663,4
29594,4
22505,4
11725,4
10013,4
293,4
32317,4
1772,4
1501,4
45461,4
53307,4
47887,4
48591,4
53661,4
30277,4
35887,4
40596,4
35844,4
29841,4
10926,4
32089,4
49646,4
12660,4
37862,4
5675,4
20582,4
44659,4
15600,4
21977,4
14320,4
22390,4
14251,4
44043,4
31271,4
31230,4
30914,4
45646,4
47743,4
327,4
16358,4
30030,4
3313,4
45394,4
16494,4
1543,4
33554,4
15230,4
39467,4
52140,4
29937,4
32236,4
366,4
8066,4
12797,4
26789,4
36464,4
12947,4
15023,4
2959,4
4208,4
19852,4
51746,4
47593,4
29869,4
47326,4
46225,4
30891,4
28577,4
4963,4
40455,4
16173,4
13607,4
34407,4
43857,4
30660,4
52932,4
17376,4
42546,4
22804,4
35455,4
42383,4
34539,4
24656,4
23624,4
34050,4
26379,4
33459,4
32155,4
31017,4
23627,4
6615,4
13212,4
43499,4
47990,4
22557,4
51185,4
7478,4
6490,4
50119,4
32516,4
2562,4
12029,4
5302,4
38459,4
26572,4
6292,4
20174,4
51063,4
47889,4
32278,4
36362,4
34748,4
7164,4
30309,4
29903,4
35195,4
53848,4
49170,4
24333,4
42655,4
4107,4
39340,4
28670,4
33388,4
47470,4
23204,4
18791,4
33586,4
43951,4
40747,4
33231,4
34448,4
25427,4
35307,4
3323,4
52972,4
43817,4
4746,4
40820,4
14708,4
19370,4
20462,4
22737,4
5666,4
13351,4
51523,4
41911,4
2096,4
8950,4
7944,4
45520,4
53407,4
8796,4
1075,4
27187,4
50562,4
28337,4
39591,4
37230,4
17085,4
2854,4
34128,4
28956,4
39632,4
51448,4
43190,4
33804,4
26633,4
47943,4
42055,4
32666,4
50143,4
46901,4
42162,4
36317,4
43302,4
39765,4
50737,4
44213,4
1009,4
15058,4
47083,4
44749,4
41125,4
43383,4
2659,4
52493,4
50096,4
39353,4
41718,4
40952,4
36240,4
7365,4
46482,4
26641,4
6063,4
45685,4
7275,4
31140,4
37039,4
46621,4
50898,4
20926,4
37103,4
22100,4
17564,4
40610,4
44031,4
23444,4
5341,4
1697,4
39770,4
22826,4
48048,4
40157,4
36634,4
34193,4
40068,4
19291,4
35309,4
31673,4
37547,4
44660,4
51584,4
27990,4
46922,4
29172,4
31391,4
14321,4
41021,4
43337,4
17960,4
51230,4
31306,4
33857,4
27834,4
37320,4
46781,4
54053,4
24926,4
1035,4
4785,4
6186,4
43311,4
40920,4
6339,4
18918,4
48813,4
44404,4
52312,4
43149,4
32393,4
16555,4
51083,4
45543,4
21014,4
13463,4
32234,4
48601,4
38227,4
2378,4
51346,4
21955,4
38041,4
14976,4
54178,4
49477,4
46210,4
5545,4
37487,4
13749,4
40305,4
36236,4
52374,4
32616,4
33778,4
50154,4
11122,4
20213,4
46944,4
47925,4
14385,4
49910,4
19123,4
28891,4
29235,4
50217,4
13963,4
29940,4
45409,4
22079,4
17579,4
15120,4
42858,4
34637,4
48492,4
48462,4
29768,4
49609,4
30792,4
50008,4
45776,4
30052,4
21242,4
52281,4
53463,4
49501,4
48295,4
28955,4
35528,4
45017,4
37814,4
16617,4
23803,4
34243,4
49342,4
44929,4
38938,4
46772,4
40069,4
34130,4
26635,4
38763,4
26852,4
13184,4
22526,4
48948,4
46887,4
31352,4
33894,4
39761,4
39191,4
45186,4
20655,4
34403,4
17265,4
29614,4
28412,4
7302,4
53477,4
50604,4
51102,4
40772,4
51026,4
15270,4
32241,4
10074,4
41744,4
42859,4
39342,4
50836,4
16299,4
38113,4
43948,4
3988,4
14984,4
51842,4
46278,4
31936,4
36895,4
53008,4
30694,4
22870,4
52375,4
3859,4
4592,4
19308,4
14839,4
44844,4
51761,4
45018,4
37815,4
3744,4
54006,4
34160,4
36563,4
38946,4
16995,4
32803,4
14219,4
31552,4
30587,4
18106,4
6522,4
13122,4
10431,4
42199,4
39018,4
22416,4
48909,4
33860,4
29086,4
34876,4
54264,4
46390,4
28281,4
29005,4
49367,4
46750,4
44390,4
22250,4
16532,4
46145,4
40769,4
44267,4
18394,4
5164,4
30648,4
29935,4
35921,4
46499,4
20721,4
47413,4
51876,4
28464,4
14881,4
17295,4
33147,4
21873,4
24971,4
33253,4
35530,4
27156,4
16639,4
34980,4
8888,4
26717,4
33312,4
7906,4
42726,4
19573,4
173,4
49123,4
43855,4
44722,4
14836,4
53821,4
51679,4
42512,4
32987,4
50357,4
50437,4
7668,4
51562,4
24773,4
28185,4
12319,4
49169,4
22601,4
39866,4
46923,4
20196,4
32630,4
27898,4
28297,4
34244,4
42513,4
43726,4
33444,4
48877,4
50049,4
30169,4
31274,4
31232,4
42002,4
44389,4
40843,4
32216,4
8088,4
2441,4
35999,4
20994,4
16452,4
1504,4
53350,4
52156,4
48638,4
49829,4
30959,4
28837,4
3153,4
48493,4
45294,4
43085,4
46351,4
32173,4
29085,4
27864,4
23629,4
18301,4
35412,4
34209,4
46059,4
17103,4
53968,4
22709,4
24740,4
13734,4
15773,4
17441,4
47040,4
34052,4
46848,4
16906,4
18107,4
30328,4
30875,4
43379,4
24501,4
4446,4
8995,4
20843,4
41023,4
35866,4
53607,4
9851,4
51812,4
14932,4
423,4
29106,4
59,4
31280,4
20533,4
29018,4
21104,4
22254,4
36097,4
43124,4
24255,4
43093,4
5829,4
27644,4
49479,4
46220,4
33833,4
49797,4
26389,4
16070,4
47359,4
35877,4
29680,4
36938,4
48375,4
32018,4
8884,4
28520,4
35672,4
34504,4
31910,4
4410,4
51259,4
38988,4
29187,4
27806,4
45884,4
22579,4
15305,4
18816,4
31050,4
43523,4
46603,4
33527,4
18746,4
46563,4
45406,4
28687,4
30834,4
32058,4
39210,4
53912,4
14558,4
27249,4
51799,4
49419,4
15829,4
40174,4
49249,4
46040,4
38922,4
32818,4
37573,4
779,4
47333,4
34386,4
40325,4
46553,4
53355,4
41789,4
39449,4
16384,4
23171,4
52111,4
16308,4
42840,4
15071,4
29807,4
18797,4
48666,4
45253,4
46627,4
7873,4
48392,4
37996,4
53053,4
49530,4
48353,4
27250,4
46235,4
24986,4
30675,4
26042,4
50537,4
36697,4
13446,4
22809,4
31123,4
40829,4
33123,4
48749,4
48447,4
50574,4
45238,4
1056,4
37847,4
46121,4
9671,4
21945,4
30510,4
16240,4
49654,4
26995,4
22644,4
15727,4
30870,4
25202,4
43530,4
29299,4
44038,4
36444,4
44580,4
46478,4
44460,4
11996,4
44384,4
51130,4
35901,4
9060,4
31163,4
43240,4
44581,4
50656,4
37241,4
3585,4
52619,4
14423,4
29218,4
16801,4
52505,4
50161,4
44571,4
15560,4
19050,4
48374,4
40397,4
37310,4
41951,4
49588,4
43442,4
2483,4
51059,4
44294,4
33610,4
51020,4
8124,4
29977,4
18750,4
45442,4
9068,4
47488,4
36933,4
34701,4
28718,4
26943,4
45986,4
3863,4
14571,4
36976,4
48514,4
50390,4
21974,4
33367,4
35792,4
33327,4
28588,4
35754,4
28548,4
50679,4
47188,4
37964,4
6785,4
45137,4
31781,4
31907,4
46227,4
7762,4
54049,4
50527,4
42569,4
1051,4
38929,4
28369,4
51554,4
45044,4
42601,4
47134,4
49690,4
44002,4
50750,4
33526,4
41726,4
32498,4
30867,4
34513,4
26178,4
17331,4
14873,4
36259,4
11220,4
638,4
46193,4
23806,4
38592,4
4430,4
30575,4
35441,4
40136,4
32925,4
5616,4
45994,4
51515,4
4580,4
33938,4
20305,4
22562,4
51387,4
47921,4
29262,4
42215,4
51150,4
46604,4
53094,4
46638,4
19616,4
27286,4
48573,4
45389,4
34694,4
42610,4
106,4
54085,4
22814,4
28306,4
15907,4
28227,4
46054,4
8626,4
9587,4
38789,4
53808,4
44698,4
25751,4
29261,4
37496,4
20199,4
9381,4
14315,4
25625,4
24380,4
25521,4
17822,4
517,4
33003,4
30544,4
44890,4
10352,4
27976,4
35162,4
8362,4
36302,4
45737,4
39742,4
38558,4
15486,4
32531,4
51196,4
34963,4
40932,4
8181,4
40757,4
3249,4
28192,4
46562,4
29919,4
19788,4
18689,4
15547,4
39368,4
1374,4
27454,4
44051,4
35118,4
35787,4
6504,4
52526,4
53126,4
13149,4
33700,4
22610,4
26906,4
44298,4
29884,4
22057,4
39415,4
40634,4
48518,4
52132,4
34623,4
44208,4
17368,4
21825,4
48356,4
36805,4
30676,4
34804,4
26040,4
51717,4
35509,4
27134,4
22812,4
43090,4
28232,4
44888,4
37733,4
12343,4
23276,4
6702,4
25878,4
9521,4
49605,4
47438,4
13139,4
2550,4
5285,4
32968,4
48774,4
51615,4
51086,4
52836,4
30048,4
17160,4
32332,4
39528,4
14732,4
37119,4
38284,4
49826,4
24176,4
31817,4
32257,4
13894,4
39320,4
23037,4
27176,4
36730,4
17447,4
18603,4
32062,4
3118,4
12602,4
27328,4
35589,4
27774,4
52454,4
19610,4
26809,4
49044,4
46316,4
34471,4
29677,4
40368,4
14879,4
44682,4
14835,4
8776,4
16017,4
52933,4
16931,4
33044,4
47225,4
10669,4
46085,4
38783,4
34175,4
52692,4
45949,4
20378,4
31618,4
15750,4
45948,4
25851,4
5526,4
50245,4
31668,4
22508,4
25453,4
15375,4
39319,4
53704,4
21972,4
36935,4
25169,4
21933,4
17431,4
36407,4
7523,4
33291,4
18554,4
36439,4
45102,4
10752,4
49465,4
50576,4
34342,4
9741,4
28359,4
15983,4
46154,4
40252,4
29536,4
20527,4
979,4
17147,4
18303,4
46051,4
35398,4
46020,4
47102,4
34624,4
45365,4
1957,4
52112,4
14154,4
51473,4
45956,4
24661,4
39970,4
26865,4
32739,4
28003,4
33965,4
42220,4
37424,4
20107,4
35085,4
8326,4
51195,4
46810,4
16643,4
15410,4
48792,4
2501,4
30084,4
32414,4
30242,4
37238,4
18848,4
49906,4
44261,4
14010,4
23157,4
36550,4
817,4
52371,4
33245,4
19608,4
31913,4
19576,4
46272,4
17253,4
13598,4
14796,4
21719,4
4886,4
35477,4
44927,4
17343,4
24780,4
40097,4
13321,4
31663,4
26992,4
44809,4
42376,4
34072,4
52667,4
29294,4
47009,4
53139,4
37426,4
7439,4
642,4
50077,4
42106,4
34381,4
29711,4
35236,4
36868,4
45868,4
50199,4
4462,4
21318,4
24506,4
35394,4
35121,4
13081,4
20476,4
48944,4
41009,4
11227,4
33872,4
35006,4
16606,4
34926,4
22257,4
34269,4
39569,4
31085,4
31052,4
43781,4
27602,4
23196,4
8743,4
49735,4
5028,4
33370,4
34508,4
46484,4
37010,4
42930,4
23648,4
48560,4
46503,4
38141,4
42812,4
12218,4
46393,4
38073,4
22991,4
19682,4
48433,4
45220,4
17358,4
36814,4
40338,4
38815,4
15557,4
34349,4
851,4
32860,4
49194,4
40050,4
31805,4
46094,4
37743,4
53938,4
20401,4
31608,4
51464,4
32811,4
35265,4
50920,4
22146,4
28815,4
43020,4
7970,4
28628,4
28986,4
37299,4
46411,4
29021,4
33154,4
40298,4
42584,4
33078,4
43238,4
37783,4
46027,4
46835,4
50065,4
36559,4
31476,4
50103,4
30332,4
8415,4
53715,4
39779,4
45846,4
16751,4
30243,4
21330,4
34892,4
33687,4
4255,4
39973,4
35241,4
38758,4
17378,4
37853,4
38961,4
54018,4
17118,4
7916,4
38897,4
22677,4
21950,4
35336,4
45990,4
51508,4
34101,4
2788,4
41190,4
39972,4
43534,4
52661,4
33375,4
21985,4
51381,4
45313,4
49695,4
44650,4
9433,4
7982,4
42223,4
19086,4
21320,4
29181,4
22921,4
31980,4
22533,4
36874,4
31478,4
4500,4
10457,4
35168,4
52534,4
17157,4
13108,4
32642,4
17900,4
32526,4
27800,4
29011,4
43204,4
34303,4
14162,4
17236,4
48747,4
49937,4
43831,4
34779,4
14860,4
43011,4
44220,4
50937,4
40363,4
35839,4
50824,4
40484,4
26208,4
2345,4
40690,4
41802,4
39337,4
46428,4
17458,4
15048,4
39266,4
28541,4
26165,4
27282,4
20650,4
34396,4
37930,4
14845,4
50549,4
35449,4
30570,4
34222,4
50443,4
8591,4
33988,4
43415,4
700,4
38647,4
32638,4
12438,4
29138,4
27900,4
48915,4
24954,4
15995,4
30198,4
32134,4
41772,4
25615,4
22109,4
31939,4
31900,4
29631,4
49467,4
20575,4
39000,4
43732,4
8666,4
14626,4
38900,4
17061,4
52712,4
38685,4
36479,4
53635,4
22414,4
30412,4
29090,4
16675,4
39690,4
30110,4
26575,4
31155,4
32405,4
27715,4
38371,4
51031,4
50994,4
19875,4
33865,4
48278,4
458,4
29530,4
40547,4
20517,4
5050,4
37782,4
11485,4
17096,4
41296,4
43623,4
51438,4
37043,4
8451,4
51367,4
21387,4
18726,4
49785,4
19103,4
52516,4
24499,4
50130,4
46892,4
49827,4
43335,4
37399,4
40980,4
16673,4
5301,4
563,4
31194,4
33644,4
33031,4
46442,4
38529,4
44035,4
42038,4
34377,4
52262,4
40807,4
17741,4
40767,4
37131,4
22147,4
41800,4
24121,4
16107,4
49556,4
37013,4
42712,4
49712,4
42851,4
35759,4
2250,4
39227,4
13671,4
50693,4
39188,4
35746,4
16084,4
1153,4
51767,4
40301,4
40515,4
45023,4
41043,4
5386,4
28759,4
10054,4
41990,4
2302,4
40835,4
36100,4
18638,4
37166,4
16352,4
39376,4
53255,4
34553,4
3100,4
52096,4
37041,4
47397,4
33199,4
26659,4
49528,4
27203,4
40256,4
31808,4
49331,4
28224,4
35978,4
35401,4
49206,4
52700,4
53859,4
23246,4
20242,4
32682,4
50778,4
6325,4
53516,4
45663,4
23827,4
46381,4
31943,4
49524,4
27206,4
52903,4
16030,4
3800,4
45087,4
42635,4
40323,4
43750,4
54173,4
36625,4
30509,4
37952,4
42675,4
36596,4
7637,4
24746,4
18214,4
3043,4
13280,4
31610,4
24667,4
31482,4
13111,4
37392,4
51224,4
31403,4
26726,4
37391,4
51710,4
24907,4
34274,4
36674,4
36654,4
2669,4
46080,4
52793,4
42415,4
53901,4
13278,4
29327,4
33969,4
15699,4
25771,4
44647,4
32568,4
25619,4
43291,4
23411,4
15406,4
45913,4
9231,4
37242,4
425,4
53359,4
32858,4
33525,4
42404,4
24134,4
31373,4
37850,4
26692,4
40257,4
23410,4
16685,4
35012,4
20059,4
52277,4
31204,4
46739,4
28946,4
49901,4
36025,4
21003,4
32288,4
27596,4
44217,4
14195,4
44129,4
1682,4
7128,4
20800,4
39261,4
43970,4
29738,4
47367,4
7404,4
13570,4
27202,4
46184,4
30640,4
53622,4
338,4
29911,4
48640,4
33118,4
38359,4
50568,4
14786,4
13475,4
24946,4
33079,4
40254,4
23814,4
14696,4
29494,4
20438,4
37700,4
43618,4
36488,4
51418,4
29291,4
25774,4
45891,4
22307,4
46767,4
2684,4
35129,4
52503,4
42147,4
38487,4
36184,4
36216,4
2533,4
51127,4
46187,4
1106,4
30074,4
32333,4
2556,4
53485,4
31160,4
38331,4
8128,4
2385,4
48641,4
53362,4
10097,4
44164,4
40676,4
46558,4
31016,4
32198,4
53285,4
22013,4
37114,4
34764,4
32095,4
34594,4
15253,4
4034,4
25166,4
33325,4
40485,4
14992,4
35723,4
13611,4
16061,4
29066,4
43128,4
5210,4
5807,4
47022,4
49120,4
46152,4
35259,4
51668,4
26913,4
28229,4
32922,4
36599,4
21549,4
28148,4
36509,4
40057,4
38799,4
42338,4
39898,4
49056,4
12133,4
29147,4
32527,4
27801,4
28195,4
33788,4
53989,4
46741,4
12940,4
30073,4
32363,4
52248,4
42578,4
49488,4
39607,4
46231,4
23271,4
51056,4
33605,4
45486,4
50982,4
53361,4
3254,4
15220,4
44566,4
45445,4
49794,4
22085,4
25302,4
32201,4
41769,4
4459,4
48548,4
28638,4
44006,4
50786,4
32055,4
30797,4
214,4
9876,4
31494,4
31982,4
13613,4
19582,4
51832,4
5012,4
30120,4
40462,4
40474,4
51941,4
48533,4
44910,4
15624,4
32586,4
32178,4
31105,4
38196,4
43929,4
46523,4
41528,4
502,4
25073,4
27304,4
37352,4
19677,4
49550,4
16183,4
19424,4
31792,4
7304,4
15331,4
27824,4
32030,4
39806,4
29162,4
49932,4
46894,4
28045,4
45755,4
52233,4
50856,4
53381,4
19619,4
37712,4
10010,4
36861,4
42128,4
38270,4
46036,4
10217,4
26186,4
35925,4
53249,4
21265,4
19065,4
30778,4
42953,4
20451,4
53297,4
40700,4
36925,4
31035,4
34041,4
23127,4
51690,4
37945,4
6864,4
17317,4
29120,4
42588,4
38653,4
42754,4
44517,4
53386,4
21337,4
41823,4
46593,4
51961,4
40224,4
8737,4
52180,4
33140,4
6426,4
29114,4
43998,4
39436,4
18138,4
52081,4
13431,4
31298,4
16229,4
39702,4
40778,4
11615,4
22465,4
20285,4
21883,4
31226,4
31182,4
46137,4
28527,4
48481,4
32424,4
39201,4
45621,4
50698,4
54253,4
4182,4
49617,4
15064,4
39803,4
8194,4
15354,4
26840,4
52957,4
39918,4
8348,4
27302,4
13504,4
52244,4
661,4
41887,4
15094,4
18646,4
39998,4
34373,4
34995,4
23458,4
16065,4
3818,4
16654,4
7571,4
25634,4
39509,4
43602,4
18445,4
45035,4
19529,4
42399,4
21733,4
4819,4
38348,4
28883,4
42623,4
53447,4
42020,4
45911,4
49919,4
43116,4
50586,4
33592,4
33940,4
28697,4
32833,4
7516,4
45851,4
31725,4
24395,4
21374,4
21637,4
43836,4
6555,4
20481,4
51338,4
36470,4
38777,4
49034,4
42664,4
25138,4
33632,4
28482,4
17730,4
24533,4
27365,4
29521,4
36679,4
1948,4
43774,4
32031,4
45080,4
25564,4
25790,4
26053,4
34905,4
22664,4
14489,4
49127,4
27699,4
7618,4
38080,4
50772,4
23006,4
53561,4
1978,4
21874,4
44904,4
25724,4
29721,4
3602,4
23254,4
17485,4
27736,4
41129,4
27437,4
24410,4
8315,4
26306,4
8422,4
12979,4
44760,4
13163,4
11992,4
40392,4
14478,4
20604,4
38266,4
19583,4
54067,4
16982,4
845,4
53863,4
36122,4
33766,4
48598,4
37289,4
32472,4
28098,4
28958,4
49224,4
40894,4
31961,4
52847,4
22935,4
30749,4
4718,4
10810,4
40749,4
53404,4
20510,4
44211,4
52451,4
45762,4
30493,4
41635,4
39764,4
26680,4
48922,4
28770,4
18632,4
39273,4
29084,4
17593,4
23036,4
19869,4
24731,4
36245,4
9859,4
46651,4
20703,4
38352,4
32080,4
48631,4
12939,4
32302,4
42078,4
31062,4
47634,4
43827,4
46592,4
51340,4
22303,4
14332,4
52561,4
43422,4
39236,4
53033,4
46366,4
50631,4
31023,4
53146,4
37446,4
48368,4
34412,4
